id,name,style id,abv,ibu
934,Masterpiece Porter,25,5,77
935,Stout,42,8,25
936,Pioneer Black River Red,33,12,68
937,Pilsner,129,10,66
938,Double IPA,31,0,42
939,Dundee Export 90 Scotch Ale,60,7,87
940,Blackstone Stout,42,1,26
941,Red Ale,33,1,91
942,Schuylkill Punch,121,4,98
943,Nokdechiloff,35,4,60
944,California Dreaming,32,4,31
945,Manayunk Lager,84,0,70
946,Brilliant Barstool,1,4,57
947,Krooks Mill,26,1,53
948,Summer Gold,119,10,18
949,Bohemian Blonde,77,8,18
950,Trompe La Mort,90,1,42
951,3C Extreme,26,9,86
953,Ich Bin Ein Berliner Weisse,39,12,92
954,Wee Heavier,15,11,54
955,Tart,163,0,54
956,Spring Ale,19,5,38
958,Oude Gueuze Vielle,70,1,60
959,Lambic 2002,70,12,58
960,Gueuze 1882,70,11,34
961,Oatmeal Stout,42,12,48
962,Belgian Singel,47,7,11
963,IPA,31,12,44
964,Kolsch,166,2,5
965,Dunkelweizen,119,3,8
966,Regiment Pale Ale,26,1,37
967,Red Coat Ale,33,11,10
968,Instigator Doppelbock,90,1,70
969,Piketown Pils,139,12,11
970,Seamus Irish Red,155,2,55
971,Helles Bock,90,11,10
972,Burns Scottish Ale,52,4,78
973,Anniversary IPA Ahtanum,31,8,57
974,Anniversary IPA Glacier,31,9,43
975,Route 113 IPA,31,6,26
976,Featherweight Lager,95,4,86
977,Royal Weisse,50,0,84
978,Phoenix Pale Ale,26,7,63
979,Helles Golden Lager,75,7,49
980,Golden Treasure,37,5,70
982,Calico Jack Amber Ale,33,9,43
983,Pale Ale,26,12,97
984,Summer Lager,95,10,72
985,Irish Stout,42,1,91
986,Hop Hazard,26,11,5
987,Indian Red Ale,89,8,56
988,Lager,95,6,100
989,Special Ale,33,4,18
990,Irish Red Ale,153,4,23
991,Abbey 8,95,3,55
992,Farmhouse Saison,25,1,67
993,East Kent IPA,31,6,64
994,French Country Spring Beer,103,1,57
995,Black Lab Stout,42,5,97
996,Old Rogue Pale Ale,26,5,25
997,Unicorn Amber Ale,33,5,95
998,Light Lager,95,8,89
999,Half Again Bock,90,1,30
1000,Winterfest Lager,84,7,36
1001,Scottish Ale,119,12,85
1002,Pale Ale,26,6,86
1003,Light Lager,95,8,50
1004,Russian Imperial Stout,42,1,23
1005,Irish Red Ale,36,7,1
1006,Iron Hill Belgian Tripel,82,5,18
1007,Pig Iron Porter,25,12,98
1008,Ironbound Ale,26,12,16
1009,Lodestone Lager,160,8,9
1010,Anvil Ale,5,4,54
1011,Light Lager,95,11,98
1012,Brau Light,95,5,63
1013,Dirty Bastard Scotch Style Ale,15,0,99
1014,Eagle Lake Pale Ale,26,8,5
1015,Rapidan Brown,38,10,84
1016,Saint Peter Red,33,12,21
1017,Mankato Gold,6,8,64
1018,Anniversary Ale,13,8,47
1019,Kasota IPA,31,3,80
1020,The Beast Grand Cru,66,5,22
1021,Four,66,11,47
1022,Special Extra Export Stout,28,3,46
1023,Pilsner,136,9,89
1024,Lemon Wheat,116,12,18
1025,Stout,42,11,26
1026,Bock,90,6,47
1027,Long Face Amber,33,11,6
1028,Marzen Lager,84,1,7
1029,Off KIL Ter Scottish Ale,11,7,13
1031,Mild Brown,38,6,85
1032,Caramel Apple Ale,10,10,81
1033,Wexford Irish Cream Ale,113,10,29
1034,Grand Cru,104,10,38
1035,Old Guardian Barley Wine 2005,134,9,52
1036,Wee Heavy,15,0,20
1037,Roza Reserve,171,6,62
1038,Winterfestival,84,1,35
1041,Bayrisch Hell,124,3,28
1042,Sprecher Doppelbock,92,8,65
1043,Gingered Ale,24,12,1
1044,Bourbon Barrel Scotch Ale,68,12,48
1045,Burntwood Black Ale,25,3,72
1046,Derailed Ale,26,12,61
1048,1100 Wheat Wine,155,12,42
1049,Witchtree ESB,72,12,44
1050,Big Boat Oatmeal Stout,42,10,72
1051,XXX English Ale,26,10,42
1053,Starfire Pale Ale,26,7,35
1054,Farmhouse Reserve,154,2,17
1055,Lighthouse Ale,95,11,1
1056,Chocolate Mint Stout,158,9,69
1057,Porter,25,5,71
1058,Pale Ale,26,7,47
1059,Nut Brown Ale,38,10,84
1060,Honey Pilsner,95,10,10
1061,Cream Ale,95,11,91
1064,Christmas Ale,21,8,49
1067,Grotten Brown,29,1,54
1068,Barley Wine Ale,39,2,56
1069,Doggie Claws 2004,131,1,22
1070,Imperial Stout,42,6,40
1072,Wee Beast,15,10,17
1073,Bloesem Bink,165,10,11
1074,Loterbol,122,10,60
1075,IPA,31,9,95
1076,Ruth,95,11,60
1077,Mojave Gold,95,12,59
1078,Eastern Sierra Lager,59,3,72
1079,Princess of Darkness Porter,25,7,94
1080,Mojave Red,95,0,5
1081,Desert Pale Ale,26,1,52
1082,Plaid Bastard,15,1,67
1083,Dos Rios Vienna Lager,95,10,33
1084,Rye On,95,1,33
1085,Black Lab Stout,42,5,98
1086,Loyal Duke Scotch Ale,15,12,48
1087,Amber,38,8,52
1088,Jubilee Ale,13,11,22
1089,Mocha Joe,147,0,28
1090,Otis Alt,38,11,70
1091,Weizen,50,10,40
1092,Kellerbier,173,4,91
1093,American Pale Ale,26,2,1
1094,Sled Dog Doppelbock,90,5,96
1095,Weathertop Doppelbock,90,6,77
1096,Wheat Wine,172,5,62
1097,Pioneer Peak Porter,25,6,100
1098,Wild Banshee Barleywine,124,11,50
1099,Thundermuck Stout,42,1,44
1100,Solidarity,42,12,27
1101,Irish Red,91,5,63
1102,Buccaneer Brown Ale,38,6,86
1103,Hoppy Hour IPA,31,6,94
1104,Sisyphus Barleywine,97,9,33
1105,Pallavicini Pilsner,44,10,15
1106,Four Alarm Alt,38,2,77
1107,Hibernator Doppelbock,90,0,44
1108,Silver,15,1,84
1109,IPA,31,7,28
1110,Thunderhead Amber Ale,33,11,16
1111,Impale Ale,26,2,51
1112,Old Town IPA,31,2,13
1113,Emancipator,90,2,20
1114,Pale,26,4,47
1115,Black Sheep Espresso Stout,94,8,28
1116,Superhop Ale,26,6,83
1117,Oatmeal Stout,21,12,48
1118,5 Czars Imperial Stout,42,3,60
1121,Slam Dunkel,86,0,12
1122,Irvington Porter,25,2,64
1123,Marzen,84,8,27
1124,Big Woody Lager,166,0,52
1125,Schaumbergfest,84,0,76
1126,Tannhauser,26,4,87
1127,Trappist Westvleteren 8,60,12,7
1128,Peat Smoked Altbier,95,9,73
1129,Billings IPA,31,9,0
1130,Peak One Porter,25,6,28
1131,Old Smoky,95,12,11
1133,Wild Turkey Bourbon Stout,87,11,4
1134,Lucky U Denver Special Bitter,101,0,65
1135,Redwing,33,8,42
1136,Pale Ale,26,8,56
1137,Oatmeal Stout,42,7,68
1138,Nut Brown Ale,38,9,77
1139,Singletrack Copper Ale,26,4,84
1140,Buffalo Gold,113,7,43
1141,Honey Wheat,54,12,6
1142,Pilsner,95,11,32
1143,Thunder Stout,42,3,66
1144,Autumn Ale,38,9,69
1145,Lucky U Denver Special Bitter,29,12,22
1146,471 Pilsner,128,1,71
1147,Mortality Stout,42,10,5
1148,Big Hoppy Monster,33,4,26
1149,Sublimator Doppelbock,90,3,46
1150,Strom Bomb Stout,42,5,58
1151,Black Sand Porter,25,1,23
1152,Powell Porter,25,7,43
1153,Eager Beaver IPA,31,7,61
1154,IPA,31,0,70
1155,Black Cat Stout,42,11,32
1156,Fat Cat,27,4,51
1157,Arrogant Brit,69,3,82
1158,Pilsner,12,2,48
1159,Dogtoberfest Octoberfest,84,2,54
1160,Lucky U ESB,101,8,17
1161,Purple Nightie,9,2,27
1162,Rocktoberfest,84,8,27
1163,Dark Knight,148,5,1
1164,Sunny Summer Ale,93,10,88
1165,Wit,149,11,31
1166,Old Eight Porter,42,11,99
1167,Wild Brunette,37,7,68
1168,Stockyard IPA,31,7,94
1169,Little Barley Bitter,115,8,52
1170,Black H2O Oatmeal Stout,21,12,75
1171,Masala Mama IPA,31,7,23
1172,Smoked Porter,95,0,70
1173,Tripel Vision,111,12,73
1175,West Bank Pub Ale,1,4,84
1176,Bright Spot Golden Ale,37,5,44
1177,High Point Dunkel,30,10,41
1178,Kolsch,49,2,85
1179,India Pale Ale,26,0,34
1180,Tusker Premium Lager,95,11,20
1181,Big Island Porter,25,8,88
1182,Knockadoon Irish Ale,80,6,88
1183,Grand Marais Pale Ale,26,5,86
1184,Kabeelo Lodge Lager,95,2,53
1185,Gunflint Gold Ale,135,2,23
1186,Amber Bock,90,0,25
1187,Cork Brown Ale,25,11,74
1188,Sligo Red,174,6,62
1189,Light Amber Ale,33,10,4
1190,Honey Brown,95,6,37
1191,Irish Gold,137,7,100
1192,Maibock,90,6,10
1193,Malheur Black Chocolate 2003,65,7,2
1194,Hahn Special Vintage 2000,13,1,81
1195,Samuel Adams Chocolate Bock,90,4,9
1196,2004 Symposium Ale,52,12,13
1197,Benchmark Old Ale,13,9,22
1198,Czar Imperial Stout,42,4,39
1199,Guinness Foreign Extra,42,5,84
1200,Dragonhead Stout,42,11,27
1201,Dundee Porter,25,7,41
1202,Lava Rock Porter,25,3,33
1203,Three Threads Porter,25,7,86
1205,Porter,86,8,74
1206,Auburn Ale,33,7,10
1207,Strong Ox,72,4,24
1208,Old 95,13,12,60
1209,Taieri George,95,11,34
1210,Maibock,90,2,77
1211,Dunkles,86,12,23
1212,Golden Export,40,10,4
1213,Premium Light Lager,95,6,48
1214,Hop Maniac IPA,31,10,44
1215,Golden Triangle Triple,110,6,94
1216,Belgian Double,29,0,79
1217,Steamroller Stout,42,8,81
1218,Hazy Daze Hefeweizen,50,6,25
1219,Patriot Pale Ale,26,8,8
1221,Horny Devil,37,8,32
1222,Old Numbskull 2003,127,5,15
1223,Come About Imperial Stout,43,6,96
1224,Navigator Doppelbock,92,9,55
1226,First Anniversary Ale,158,12,96
1227,Nut Brown,38,11,100
1228,Amber Ale,33,7,54
1229,Pale Ale,26,12,3
1230,Hefeweizen,55,2,11
1231,India Pale Ale,26,10,31
1232,Pale Ale,26,5,65
1233,Amber,33,2,46
1234,Stout,42,0,69
1235,Pilsner,113,1,22
1236,Wheat,50,6,85
1237,Fire Rock Pale Ale,26,9,42
1238,Double Barrel Ale,33,4,71
1240,Point Loma Porter,25,6,61
1241,Uptown Brown,38,9,47
1242,Mermaid Red,33,10,11
1243,Four Brothers Pale Ale,26,12,96
1244,Coronado Golden Ale,77,4,62
1245,Old Guardian Barley Wine 2003,42,5,0
1246,Dorado Double IPA,32,1,40
1247,Old 395 Barleywine,98,7,85
1248,Mission Gorge Porter,25,11,77
1249,Grantville Gold,92,0,72
1250,Old Town Nut Brown,38,7,55
1251,Amber,33,4,17
1252,Friars IPA,31,6,75
1253,Levitation Ale,33,5,63
1254,Imperial Stout 2003,42,8,7
1255,Lil Devil,161,7,26
1256,Pure Hoppiness,32,0,8
1257,Smoked Porter,25,6,38
1258,Stone Pale Ale,26,6,8
1259,Winter Wheat,44,0,52
1260,Oatmeal Stout,42,11,70
1261,Pale Ale,26,4,70
1262,Amber Ale,33,12,38
1264,Caber Tossed,20,6,12
1265,Cinnabarr,171,1,45
1266,Old English Ale,13,1,5
1267,Honey Ale,95,8,29
1268,Premium Golden Ale,18,2,9
1269,Ding Ding Double IPA,31,11,40
1270,Irish Stout,42,6,54
1271,Torrey Pines IPA,31,2,37
1272,Sunset Amber Ale,33,2,80
1273,Paradise Pale Ale,26,2,75
1274,Sweet Spot Hefe,50,1,87
1275,California Gold,95,4,5
1276,Skye Strong Ale,160,1,99
1277,Bombshell Barleywine,124,1,95
1278,Red Square,42,9,56
1279,Broken Keg Ice Bock,90,2,32
1281,Frank Double IPA,31,6,57
1282,Creamy Stout,42,7,20
1283,Brown Ale,38,5,30
1284,India Pale Ale,26,7,51
1285,Pale Ale,26,5,36
1286,Red Ale,26,12,67
1287,Belgian Abbey Red,162,6,89
1288,Padre Porter,122,1,68
1289,Star of India Pale Ale,26,3,26
1290,Downtown After Dark,38,2,71
1291,Red Trolley Ale,33,6,55
1292,Amber Lager,95,11,31
1293,Endless Summer Gold,40,4,43
1294,Sprecher Russian Imperial Stout,43,5,34
1295,Sprecher Abbey Triple,61,11,2
1296,Blackfriar,15,12,82
1297,Rycerskie,90,11,23
1298,Van den Vern Grand Cru,8,3,84
1299,Tripel Krullekop,172,10,95
1300,Black Diamond Imperial Porter,42,0,54
1301,Mojo Ale,30,5,78
1302,Satin Solstice Imperial Stout,43,12,57
1303,Snake Chaser,42,5,88
1304,Paddle Me IPA,31,10,6
1306,Heller Hound Bock Beer,91,6,57
1307,Sirius,113,6,83
1308,Troubadour,26,7,56
1310,Saxo,24,12,26
1311,Millennium Brew,92,2,11
1312,Empire India Pale Ale,2,2,39
1313,Thunder Storm,95,11,79
1314,Voyageur Extra Pale Ale,26,8,86
1315,Burly Brown Ale,38,9,55
1316,Dark Walnut Stout,42,5,11
1317,Birch Wood Ale,26,11,70
1318,Red Cedar Red,38,10,81
1319,Whitetail Wheat,95,0,53
1320,Half Moon Gold,95,12,87
1321,Bubba,66,5,91
1322,Irish Red,33,12,49
1323,White Weasel Beer,7,6,44
1325,Hell,21,4,58
1326,Spring Bock,90,8,91
1327,Roggenbier,95,2,64
1331,Prostrator Doppelbock,90,3,77
1332,Dark Pilsener,95,6,52
1333,Classic Pilsener,62,4,26
1335,Northwind Imperial Stout,42,5,9
1336,Satan Gold,43,7,30
1337,Wooden Ships ESB,137,4,8
1338,Imperial Stout,42,0,2
1339,Old Scratch Barleywine 2002,135,9,13
1341,Weisse Dunkel,144,11,70
1342,Pseudo Lambic Framboise,70,11,89
1343,Geuze Boon,70,11,70
1345,Iris,70,5,10
1347,Oude Kriek,70,8,22
1349,Samichlaus Bier 2003,90,7,53
1350,Porter IV,42,1,44
1351,The Hairy Eyeball,87,3,25
1352,Malheur MM,90,5,97
1353,India Pale Ale,26,1,20
1354,Eastside Dark,172,6,98
1355,Big Easy Beer,90,5,52
1356,Old Knucklehead 2003,86,7,92
1358,Bottle Conditioned Porter,25,0,50
1359,Black Strap Stout,42,12,96
1361,Celis White,72,2,82
1362,Bridgeport India Pale Ale,31,12,60
1363,Blue Heron Pale Ale,146,1,45
1364,ESB,174,5,24
1365,Stille Nacht,98,9,42
1366,Hop Pocket Ale,26,5,86
1367,Holiday Spice Lager Beer,86,9,66
1368,Samuel Adams Utopias MMIV,12,12,61
1369,Grand Cru 2003,134,8,4
1370,Imperial Stout,42,2,33
1371,7th Anniversary IPA,31,1,54
1372,Nora,52,5,11
1373,Bellegems Bruin,3,9,76
1375,Porter Boom,25,0,39
1376,Bajuvator Doppelbock,90,8,10
1377,Roundabout Oatmeal Stout,21,5,12
1378,Ale,148,5,10
1379,Bombardier Premium Ale,68,1,8
1380,Christmas Ale 2003,79,8,0
1381,Old Stock Ale 2002,13,10,3
1382,Ruination IPA,32,2,79
1384,Salvation,72,2,76
1385,Schokolade Bock,90,9,51
1386,Winterkoninkse,3,2,14
1389,Pumpkin Ale,78,1,44
1390,Port Washington Old Port Porter,25,5,8
1392,Maslifter Oktoberfest,84,12,70
1393,Port Washington Amber Ale,33,0,81
1394,Port Washington Pier 96 Lager,95,2,92
1395,Munich Dunkel,45,11,1
1397,Oktoberfest,84,12,25
1398,Tripel,109,6,39
1401,Black Hook Porter,25,1,98
1402,Downtown Brown,38,10,92
1403,Autumnal Fire,90,2,1
1405,Goudenband 2002,2,10,15
1406,Pale Ale,26,9,4
1408,Princess of Darkness Porter,25,8,27
1409,Tyskie Gronie,173,7,63
1410,Roundhouse Rye,95,9,63
1411,Oktoberfest,84,8,46
1412,Oktoberfest,84,12,63
1414,Edison Light Beer,95,11,78
1415,James Squire Australian Best Ale Limited Release,100,7,54
1416,Sprecher Oktoberfest,84,0,92
1417,Samuel Adams Triplebock 1995,146,10,8
1418,Hoptoberfest,84,4,96
1419,Festbier,84,12,9
1420,Lizard Lager,95,12,93
1421,William Capen Bitter Ale,41,8,57
1422,Full Tilt IPA,31,1,75
1423,Christmas Ale,80,9,48
1424,Tripel Reserve,141,7,55
1425,Hop Rod Rye,32,5,21
1426,Northern Glory Premium Ale,156,8,10
1427,Riggwelter Yorkshire Ale,76,4,75
1428,Trappist Blond,127,10,81
1429,Lucifer,146,10,49
1430,Tie Die Red,33,11,71
1431,Saranac Hefeweizen,50,5,68
1432,Chief Blackhawk Porter,25,7,35
1433,Dort,90,5,75
1435,Milkhouse Stout,42,9,3
1436,Old 47 Ale,26,7,97
1437,Shawano Gold,33,1,94
1438,Speciale Reserve Ale,26,9,82
1439,Scorpion Pale Ale,26,1,72
1440,Export,65,0,30
1441,Dry Stout,42,11,31
1442,Dark Wheat,175,11,87
1443,Cream Ale,95,10,79
1444,Porter,25,4,28
1445,Amber Ale,33,12,73
1446,Summer Gueuze,70,9,49
1451,Porter,25,11,10
1452,Pilsner,168,6,10
1453,Hefeweizen,50,7,5
1454,Sherwood Forest IPA,31,4,98
1455,Cat Tail Pale Ale,26,6,14
1456,Centennial IPA,31,11,41
1457,Bill Old Ale,13,6,51
1458,Stein Bock,90,9,38
1459,120 Shilling Scotch Ale,15,0,13
1460,Caramel Rye,95,9,73
1461,Alt,38,3,92
1462,Amber Plus,33,6,33
1463,Dark Star,25,6,70
1464,American Pale Ale,26,11,26
1465,Dreadnaught Imperial IPA,32,4,53
1466,Top Heavy Hefeweizen,50,4,55
1468,Blonde Bock,90,2,61
1469,Irish Red Ale,33,5,40
1470,Scottish Ale,79,6,27
1471,Old Roundout Pale Ale,26,5,83
1472,Altbier,38,12,79
1473,Whiskey Barrel Whitetail Cream Ale,125,6,54
1474,Artisan Saison,42,5,84
1475,Oompa Loompa Chocolate Stout,156,0,27
1476,Dubbel Dragon,72,4,24
1477,Caramel Bock,65,10,65
1478,London Banker ESB,120,2,1
1479,Red Lager,95,10,91
1480,Pale Ale,26,0,61
1481,Blackburn Doppelbock,90,7,96
1482,Hopfenkopf,26,7,38
1483,Porter,25,3,56
1484,Oak Aged Single Malt,140,12,8
1485,Old Skeezer Barley Wine,33,4,28
1486,Hemp Ale,138,9,81
1487,Evolutionary IPA,31,6,56
1488,Bitter Woman From Hell Extra IPA,31,11,23
1489,India Pale Ale,26,3,8
1490,Madelia Mild,10,12,36
1492,2nd Street Amber,33,5,83
1493,Imperial Stout,42,4,94
1494,Pale Ale,26,3,16
1495,Scottish Ale,15,4,66
1496,Salmon Tail Pale Ale,26,7,47
1497,Poplar Porter,25,8,46
1498,Red,33,1,53
1499,Griesendiech Pilsner,161,4,60
1500,Colony Oatmeal Stout,42,7,26
1502,Coffee Ale,101,3,10
1503,Foxy Brown,38,8,73
1504,Maibock,90,1,15
1505,Augsburger Dark,95,1,65
1506,Augsburger Golden,93,4,42
1507,Left Hand Milk Stout,20,1,13
1508,Gritstone Premium Ale,38,12,76
1509,Het Kapittel Pater,74,0,43
1510,Bock,90,2,26
1511,Special Amber,95,1,91
1512,Luna Stout,159,1,55
1513,Malteser Weissbier,50,7,15
1516,Export Premium,91,0,31
1517,Doppelbock Dunkel,90,1,26
1518,Export,89,1,42
1519,Urthel Novicius Vertus,57,4,35
1520,Urthel Tonicum Finiboldhus,25,3,29
1521,Double Hop Premium Ale,6,6,9
1522,Original,59,1,18
1523,Schwarzbier,86,1,39
1524,Wittekerke,83,10,52
1525,Capital Fest Beer,84,5,5
1526,Mestreechs Aajt,49,5,53
1527,Bee Sting Honey Ale,26,8,50
1528,Yorkshire Terrier Premium Cask Bitter,86,4,37
1529,The Iron Tankard,33,0,47
1530,Classic Oatmeal Stout,42,2,13
1532,Oatmeal Stout,42,6,4
1533,Genuine Irish Stout,42,5,78
1534,Liefmans Kriekbier,70,11,92
1535,Amber Lager,95,6,1
1536,Pub Ale Draught,119,4,61
1537,Mile Rock Amber Ale,33,2,22
1538,John Courage Amber,104,12,65
1539,Fuggles IPA,31,11,49
1540,PranQster Belgian Ale,40,2,6
1541,Coniston Bluebird Bitter,155,12,34
1542,Saison,57,5,16
1543,Imperial IPA,31,12,11
1546,Beer,6,10,91
1548,Third Coast Ale,26,2,35
1549,Manifesto Pale Ale,26,6,27
1550,Dark,42,3,24
1551,Ale,57,10,35
1552,Harvest Ale 2000,13,6,81
1553,Racer 5 IPA,31,9,36
1554,Old Stock Ale 2001,13,9,18
1555,Beer Line 2000,112,6,93
1556,Bigfoot 1998,95,0,35
1557,Big Bear Black Stout,43,8,1
1558,Tripel Crown,61,3,2
1559,Monkfish Tripel,93,1,27
1560,Old Hooky,75,7,52
1561,Best Bitter,66,11,42
1562,Generation,66,11,50
1563,Prize Old Ale,13,6,80
1564,Meister Pilsener,6,2,21
1565,Weissbier Dunkel,53,9,36
1566,Kasseler Premium Pils,74,5,34
1567,Weissbier Hell,50,1,74
1568,Angel Ale,10,4,58
1569,Northumbrian Brown Ale,38,8,51
1570,Luxus Pils,7,1,32
1571,Maifest,84,12,29
1572,Porter,42,0,32
1573,Hitachino Nest White Ale,59,11,36
1574,Old Devil,10,11,94
1575,Scarecrow Ale,25,9,47
1576,Old Tom Barley Wine,70,2,97
1577,Hitachino Nest Sweet Stout,42,3,36
1578,Southern Blonde,9,5,38
1580,Urthel Hibernius Quentum Ale,102,12,34
1581,Vintage Ale 1999,13,0,49
1583,Ertvelds Wit,124,2,65
1584,Jeffrey Hudson Bitter,24,7,98
1585,Old Scratch Barleywine 1996,171,3,47
1586,Cattail Ale,139,7,55
1587,Helles Bock,90,12,39
1588,Premium Ale,26,2,71
1589,Pilsener,77,4,96
1592,SunRye,95,10,13
1593,Weiss Beer,50,2,32
1594,Black Forest,175,3,65
1595,Steam,171,9,5
1596,Red Stallion,95,9,10
1597,Pilsner,138,3,3
1598,Black Wych Stout,42,10,29
1599,Abby Road Belgian Ale,140,11,10
1602,Ponchartrain Porter,25,8,33
1603,Category 5 Strong Ale,26,8,41
1604,Lager,95,7,71
1605,Clearview Light,10,11,82
1606,Alt,38,2,22
1608,Malt Mac Winter Ale,73,9,72
1609,Pale Ale,95,10,5
1610,Reinaert Flemish Wild Ale,92,7,8
1611,Goat Toppler Mai Bock,90,12,6
1612,ESB,36,10,95
1613,Winter Porter,25,10,25
1615,Stite Golden Pilsner,95,5,71
1616,Cream City Pale Ale,26,7,47
1617,Swede Saw Red Ale,33,0,24
1618,Lager,95,7,35
1619,Bower City Pale Ale,26,10,64
1622,Czech Mate Pilsner,103,2,77
1623,Bak,90,6,49
1624,Pale Ale,26,10,46
1625,Original Berliner Weisse,13,12,63
1626,Lager,92,5,53
1627,Premium Pils,40,6,90
1628,Ratskeller,9,5,100
1629,Pils,40,3,74
1634,Altbairisch Dunkel,159,2,2
1636,Stationsweizen,50,6,55
1637,Kristall Weissbier,50,9,17
1638,Pilsener,52,7,75
1641,Pils,121,3,62
1644,Kupfer,103,12,29
1645,Messing,25,3,16
1646,Pils,2,10,24
1647,Helles Naturtrub,26,6,73
1648,Alt,38,2,67
1649,Alt,38,10,27
1650,Altbier,38,7,36
1651,Alt,38,5,75
1654,Edel,92,7,56
1655,Astra Urtyp,155,7,12
1656,Pilsener,168,7,72
1657,Meranier Schwarzbier,86,10,14
1658,Kellerbier,79,2,74
1659,Premium Pilsener,175,9,34
1660,Weissbier,50,11,94
1661,Dunkel,154,6,10
1662,Kellerbier,175,4,5
1664,Weizen,50,7,85
1665,Lagerbier,84,2,39
1667,Braunbier,84,10,4
1668,Bamberger Gold,131,12,61
1669,Bockbier,90,2,14
1671,Weissbier,50,10,40
1672,Bamberger Herren Pils,69,8,76
1673,Pils,84,6,57
1674,Rauchbier Weissbier,95,10,90
1676,Ungespundetes,45,4,42
1677,Lagerbier,90,7,24
1678,Zwergla,139,8,50
1680,Weizla Hell,50,0,47
1681,Benediktiner Dunkel,27,0,83
1682,Eine Bamberger Weisse Hell,50,10,87
1683,Helles Naturtrub,97,11,13
1684,Unimator,90,4,17
1685,Hell,55,8,85
1687,Hell,16,10,20
1688,Original,110,9,70
1690,Starkbier,90,10,94
1691,Pils,41,3,33
1692,Dunkel,49,6,40
1693,Schwarze Weisse,76,8,78
1694,Triumphator,90,3,83
1695,Maximator,90,6,68
1696,Dunkel,68,5,33
1697,Edelstoff,19,9,96
1699,Native Ale,33,5,37
1700,Home Town Blonde,78,6,39
1701,Capital Brown Ale,38,0,67
1702,Bavarian Lager,120,0,26
1704,Maibock,90,12,42
1705,Malheur 12,62,0,81
1706,Sweet Stout,42,9,78
1708,Pale Ale,26,12,76
1709,Michelob Hefeweizen,95,5,3
1710,Hefe Weiss,50,12,90
1711,Winter Brew,90,1,76
1712,Black Bavarian Lager,86,5,25
1713,Pale Lager,95,11,76
1714,Donner Party Porter,25,10,38
1715,Winter Fest Beer,90,1,40
1716,Blonde,154,0,22
1717,Scottish Ale,33,2,62
1719,Nut Brown Ale,38,2,97
1720,Esker Alt,38,10,90
1721,Alpine Glacier Lager,95,12,12
1722,EKU Pils,47,12,20
1723,Witbier,50,1,72
1724,Dark Lager,86,6,27
1725,Original Dark,95,7,41
1726,Deep Powder Winter Ale,13,9,47
1727,Pils,60,5,29
1728,Beer,95,0,39
1729,Light,95,6,58
1730,Pick Axe Pale Ale,26,2,38
1731,Hefe Weiss,95,3,31
1733,Green Beer,95,3,39
1734,Old Man Winter Warmer 2002,16,9,2
1735,Steam Engine Common,145,0,66
1736,Bridge Out Stout,42,4,93
1738,Harvest Ale 2001,13,3,69
1739,Porter,25,11,47
1741,Oatmeal Stout,42,9,37
1742,ESB,141,0,3
1743,Lazy Jake Porter,25,11,62
1744,Black River Brown,38,5,79
1745,German Valley Amber,33,2,53
1746,Grist Mill Golden,26,6,5
1747,Packs A Punch Porter,25,3,46
1748,Old Krogh Oatmeal Stout,42,5,21
1749,Log Cabin Nut Brown,38,9,4
1750,Brogen Meadow Pale Ale,26,0,66
1751,Alpine Glow Red Ale,33,9,4
1752,Three Sisters Golden Wheat,95,3,50
1753,Gold,103,10,57
1754,Oatmeal Stout,42,5,68
1756,32 Inning Ale,100,12,19
1757,Station House Red Ale,33,7,92
1758,Bootlegger Blonde Ale,168,5,39
1759,Full Moon Barley Wine Ale,166,12,98
1760,Not Tonight Honey Porter,25,0,98
1761,Indiana Pale Ale,26,0,58
1762,Red Rooster Ale,33,0,95
1763,Harvest Wheat Beer,95,5,83
1764,Cornhusker Lager,17,6,70
1765,Blueberry Wheat,116,9,29
1766,Henry Hudson IPA,31,7,29
1767,Sunset Red Ale,26,4,16
1768,Checker Cab Blonde Ale,58,4,39
1769,Workhorse Porter,25,1,31
1770,Dark Lager,143,8,89
1771,Hard Times Lager,130,6,12
1772,Scottish Ale,15,7,84
1773,Winter Wonder,62,8,13
1774,Bengal Gold India Pale Ale,26,0,90
1775,Imperial Stout,42,0,6
1776,Helles Lager,34,3,54
1777,Amber Ale,33,6,22
1778,Honey Wheat,95,2,15
1780,Pheasant Plucker,10,12,85
1781,Golden Wheat Light,95,7,15
1782,ESB,28,4,9
1783,Best Bitter,27,3,58
1784,Apple Ale,116,9,65
1785,Bad Seed Pumpkin Ale,146,9,14
1786,Porter,25,4,79
1787,Pale Ale,26,5,4
1788,Amber,33,5,65
1789,Gelande Amber Lager,97,12,87
1790,Yo Ho Ho Christmas Ale 2001,49,2,26
1791,Jubel 2000,13,3,9
1792,Old Foghorn 2002,64,6,45
1793,IPA,31,3,31
1794,Anvil Ale,174,9,66
1795,Black Cider,4,7,51
1796,Us Heit Dubbel Tarwe Bier,55,11,11
1797,Whitstable Oyster Stout,42,10,33
1800,Boss Hog Double IPA,32,0,18
1802,Moose Juice Stout,42,9,92
1803,Kelpie Seaweed Ale,65,5,68
1804,Oude Gueuze,70,8,39
1805,1554 Enlightened Black Ale,72,12,52
1806,Dark Ale,95,7,56
1807,Red Lager,95,8,22
1808,Deep Shaft Stout,42,2,67
1809,IPA,31,5,87
1810,Stout,42,3,39
1811,Dunkle,168,2,61
